recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,source_servings,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status,source_note
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,8,Red Chili Powder,150.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,1.5,g,mapped,
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,9,Coriander Powder,300.0,g,100,SHAN CORIANDER POWDER  10/1KG,GR000553,3,g,mapped,
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,10,Cumin Seeds,120.0,g,100,SHAN CUMIN WHOLE  10/1KG,GR000554,1.2,g,mapped,
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,11,Garam Masala,120.0,g,100,SHAN KORMA MASALA 10/1KG,GR001943,1.2,g,mapped,
Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,RCP-008-DALMASOOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dal Masoor.100 pax.docx,12,Salt,450.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,4.5,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,1,Dall Mongo,15.0,kg,100,A-TAFGA MELLOW DAL MOONG WHL 1/15KG,180808,150,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,2,Onions,5.0,kg,100,DRY ONION (LOCAL),PR000020,50,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,3,Tomatoes,5.0,kg,100,TOMATO (ADY),PR000005,50,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,4,Garlic,500.0,g,100,GARLIC  (CHINA),PR000018,5,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,5,Green chilies,300.0,g,100,GREEN CHILLI (INDIAN),PR000016,3,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,6,Ginger,250.0,g,100,GINGER (CHINA),PR000019,2.5,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,7,Vegetable oil / Ghee,2.5,l,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.025,l,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,8,Cumin seeds,100.0,g,100,SHAN CUMIN WHOLE  10/1KG,GR000554,1,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,9,Coriander powder,200.0,g,100,SHAN CORIANDER POWDER  10/1KG,GR000553,2,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,10,Turmeric powder,50.0,g,100,SHAN TURMERIC POWDER  10/1KG,GR000043,0.5,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,11,Red chili powder,100.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,1,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,12,Garam masala,50.0,g,100,SHAN KORMA MASALA 10/1KG,GR001943,0.5,g,mapped,
Dall Mong KBR-384 ONEGO V3,RCP-009-DALLMONG-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Dall Mong Recipe. 100 pax.docx,13,Fresh coriander leaves,500.0,g,100,CORIANDER LEAVES (BDL),PR000062,5,g,mapped,
Foul Medames KBR-384 ONEGO V3,RCP-010-FOULMEDAME-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Foul Medames.01 pax.docx,1,Fava beans,100.0,g,1,A-TFGA LUNA FOUL MEDAMAS 24/400G,191262,100,g,mapped,
Foul Medames KBR-384 ONEGO V3,RCP-010-FOULMEDAME-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Foul Medames.01 pax.docx,2,Olive oil,5.0,ml,1,TAFGA OLIVE OIL 12/500ML,185208,5,ml,mapped,
Foul Medames KBR-384 ONEGO V3,RCP-010-FOULMEDAME-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\DALL & BEANS\Foul Medames.01 pax.docx,3,Lemon juice,5.0,ml,1,TFG MOONATY LEMON JUICE 12/1LTR,429366,5,ml,mapped,
Boiled Eggs KBR-384 ONEGO V3,RCP-011-BOILEDEGGS-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Boiled Eggs.docx,1,Fresh Eggs,100.0,pieces,100,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,1,pieces,mapped,
Boiled Eggs KBR-384 ONEGO V3,RCP-011-BOILEDEGGS-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Boiled Eggs.docx,2,Fine Salt,60.0,ml,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.6,g,mapped,
Boiled Eggs KBR-384 ONEGO V3,RCP-011-BOILEDEGGS-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Boiled Eggs.docx,3,Water,40.0,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.4,l,mapped,
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,1,Eggs,2.0,pieces,1,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,2,Onion,20.0,g,1,DRY ONION (LOCAL),PR000020,20,g,mapped,
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,3,Tomato,20.0,g,1,TOMATO (ADY),PR000005,20,g,mapped,
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,4,Butter or cooking oil,5.0,g,1,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,5,g,mapped,
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,5,Cheese slice,1.0,pieces,1,TAFGA SLICED CHEESE 9/800G,171301,1,pieces,mapped,
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Cheese Omelette.with onion tomato 01 pax.docx,6,chopped herbs,2.0,g,1,CORIANDER LEAVES (BDL),PR000062,2,g,mapped,
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,1,Eggs,2.0,pieces,2,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,1,pieces,mapped,
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,2,Tomatoes,150.0,g,2,TOMATO (ADY),PR000005,75,g,mapped,
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,3,Onion,50.0,g,2,DRY ONION (LOCAL),PR000020,25,g,mapped,
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,4,Red bell pepper,50.0,g,2,GREEN PEPPER (LBN),PR000009,25,g,mapped,
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,5,Olive oil,15.0,ml,2,TAFGA OLIVE OIL 12/500ML,185208,7.5,ml,mapped,
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,6,Garlic,1.0,pieces,2,GARLIC  (CHINA),PR000018,2.5,g,mapped,
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg Shakshuka.01 pax.docx,7,Fresh parsley,15.0,ml,2,Fresh parsley,RCPMIS-V5-006-FRESHPAR,7.5,ml,missing_master,
Egg with Potato KBR-384 ONEGO V3,RCP-014-EGGWITHPOT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg with Potato Recipe.01 serving.docx,1,Egg,2.0,pieces,1,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Egg with Potato KBR-384 ONEGO V3,RCP-014-EGGWITHPOT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg with Potato Recipe.01 serving.docx,2,Potato,100.0,g,1,POTATO (LOCAL),PR000022,100,g,mapped,
Egg with Potato KBR-384 ONEGO V3,RCP-014-EGGWITHPOT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Egg with Potato Recipe.01 serving.docx,3,Olive oil,5.0,ml,1,TAFGA OLIVE OIL 12/500ML,185208,5,ml,mapped,
Fried Eggs.2 pcs KBR-384 ONEGO V3,RCP-015-FRIEDEGGS2-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Fried Eggs.2 pcs.docx,1,eggs,2.0,pieces,1,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Fried Eggs.2 pcs KBR-384 ONEGO V3,RCP-015-FRIEDEGGS2-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Fried Eggs.2 pcs.docx,2,oil or butter,5.0,ml,1,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,5,g,mapped,
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Omlette with onion and tomato 01 pax.docx,1,Eggs,2.0,pieces,1,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Omlette with onion and tomato 01 pax.docx,2,Onion,30.0,g,1,DRY ONION (LOCAL),PR000020,30,g,mapped,
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Omlette with onion and tomato 01 pax.docx,3,Tomato,30.0,g,1,TOMATO (ADY),PR000005,30,g,mapped,
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,1,Fresh Eggs,200.0,pieces,100,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,2,Whole Milk or Water,720.0,ml,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,7.2,ml,mapped,
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,3,Fine Salt,60.0,ml,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.6,g,mapped,
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,4,Finely Ground White or Black Pepper,30.0,ml,100,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.3,ml,mapped,
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Pan omelette.docx,5,Unsalted Butter,450.0,g,100,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,4.5,g,mapped,
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Plan cheese omlette.docx,1,Eggs,2.0,pieces,1,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Plan cheese omlette.docx,2,Butter,5.0,g,1,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,5,g,mapped,
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Plan cheese omlette.docx,3,Milk,10.0,ml,1,AL MARAI UHT MILF FF 12/1LTR,DR000005,10,ml,mapped,
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Plan cheese omlette.docx,4,Salt,1.25,ml,1,TAFGA REHAN SALT IODIZED 24/700G,166780,1.25,g,mapped,
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Plan cheese omlette.docx,5,Cheese slice,1.0,pieces,1,TAFGA SLICED CHEESE 9/800G,171301,1,pieces,mapped,
Scrambled Eggs KBR-384 ONEGO V3,RCP-019-SCRAMBLEDE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Scrambled Eggs.01 pax.docx,1,Eggs,2.0,pieces,1,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Scrambled Eggs KBR-384 ONEGO V3,RCP-019-SCRAMBLEDE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Scrambled Eggs.01 pax.docx,2,Milk,15.0,ml,1,AL MARAI UHT MILF FF 12/1LTR,DR000005,15,ml,mapped,
Scrambled Eggs KBR-384 ONEGO V3,RCP-019-SCRAMBLEDE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Scrambled Eggs.01 pax.docx,3,Butter or oil,5.0,ml,1,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,5,g,mapped,
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,1,eggs,2.0,pieces,1,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,2,chopped onion,60.0,ml,1,DRY ONION (LOCAL),PR000020,60,g,mapped,
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,3,chopped tomato,60.0,ml,1,TOMATO (ADY),PR000005,60,g,mapped,
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,4,chopped bell pepper,60.0,ml,1,GREEN PEPPER (LBN),PR000009,60,g,mapped,
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,5,chopped spinach or other greens,60.0,ml,1,TFG BOREAL/TOMEX BELGIUM SPINACH 4/2.5KG,139837,60,g,mapped,
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,6,olive oil or butter,5.0,ml,1,TAFGA OLIVE OIL 12/500ML,185208,5,ml,mapped,
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\EGG\Vegetable Omelette.01 serving.docx,7,grated cheese,15.0,ml,1,TAFGA SLICED CHEESE 9/800G,171301,15,g,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,1,Whole Eggs,200.0,pieces,100,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,2,pieces,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,2,Vegetable Oil,950.0,ml,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,9.5,ml,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,3,Onions,6.8,kg,100,DRY ONION (LOCAL),PR000020,68,g,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,4,Ginger Paste,350.0,g,100,GINGER (CHINA),PR000019,3.5,g,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,5,Garlic Paste,350.0,g,100,GARLIC  (CHINA),PR000018,3.5,g,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,6,Tomato Paste,500.0,g,100,TAFGA LUNA TOMATO PASTE 24/400G,103023,5,g,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,7,Canned Crushed /Fresh Tomatoes,6.0,kg,100,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,381887,60,g,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,8,Water / Vegetable Stock,15.0,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.15,l,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,9,Salt,350.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,3.5,g,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,10,Turmeric Powder,250.0,g,100,SHAN TURMERIC POWDER  10/1KG,GR000043,2.5,g,mapped,
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Breakfast Items\Egg_Curry_Recipe_100_Servings.docx,11,Kashmiri Chili Powder,300.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,3,g,mapped,
